Image Name,UE/IO,UE/NW,MW/IO,ULJ/IO,ULJ/NW,IO/LH,NW/IO,NW/ULH,IO/NMH,EBN/NJ,IO/NW,LEL,LLL,UEB,UL,Nose,Homogeneity,Contrast,Energy,Correlation,HuM1,HuM2,HuM3,HuM4,HuM5,HuM6,HuM7,Rating
AM218.jpg,1.981239444013084,2.836753392757424,1.3391319338598366,1.3442766255565477,1.9247452850160671,2.119258351840142,0.6984179340620263,2.8101331174049062,3.29626828631782,1.369064035025488,1.4318074482766503,0.8310511984850122,0.8846662516711237,0.9020147465955664,1.1514192002921273,0.9158553007926112,0.519093458786878,64.11567744576341,0.2675732399347545,0.9943634187337234,3.0084516151114387,7.453704809128758,11.847559900817089,11.06199361190795,-22.51846487450029,-14.789183515455845,-23.57147264331703,4.016666666666667
AM1948.jpg,1.833635288404944,2.929858494272407,1.2704138983563251,1.0303034164665617,1.6462615196712953,3.0026030373660784,0.625844317051327,3.4375854118919413,1.9948208803869047,1.5411296315485967,1.597841464330158,0.6919246820463916,0.8098618052241212,0.9218738057896017,1.07496769977314,0.8068498691884358,0.6233938924429657,227.2859271387638,0.3563535664853273,0.9873476006432969,2.939510335184569,7.042254702051144,12.052817871143708,12.672707781316223,-25.051329706769007,-16.236641167568607,-25.61158979851196,3.3833333333333333
AM1946.jpg,1.9332877289066956,2.395208596647333,1.4652574042109907,1.5645129054115468,1.938322322423579,1.566377931090977,0.8071479584754303,2.4956859329374894,2.3430960308747464,1.211412383509925,1.238930222767131,0.6722583807377213,0.8178190082008144,0.8950122862329516,0.8598350070311391,0.8113451315142439,0.5227157399551442,129.33277118297178,0.2947144630469357,0.9913909748865928,2.981612854743957,7.46008233097664,10.863173227089328,10.597546282689168,-21.330204935210364,-14.364314207164636,-22.316671813671075,3.1666666666666665
AM214.jpg,1.882761393593381,2.3412751995542007,1.431506843015214,1.5314215050797362,1.9043725891702172,2.315790706851149,0.8041606531141128,3.459989920376983,2.6842105263157894,1.3356118610906276,1.2435326151901354,0.9497595245522702,1.03356634313697,0.9259083263697414,1.2538956636260117,0.8831538412242542,0.3873688659438629,312.5000245599673,0.1498926746931425,0.9763097801002262,2.74838392789136,6.986359827639361,9.662707899923,9.387926031699624,18.942284597311502,12.945501409359236,19.36446887497523,2.466666666666667
AM1939.jpg,1.9375275521097453,2.324811182247778,1.5842226447966,1.333694817231349,1.6002810496445126,3.69310888743317,0.8334128667758809,4.915896432579622,3.1726175602183937,1.5189229838998428,1.199885482772271,0.8108720697579327,0.8745551688115617,0.9057405726420962,1.3453954886097668,0.9355466448833406,0.5893827982080715,105.22022103970528,0.3605058180502248,0.9909292191953892,3.0421410307895336,8.100463745487593,11.354805529136083,10.838226334755497,-22.40385505217743,-15.23365462682801,21.961340677271487,3.8
AM215.jpg,1.8508993790343755,2.317093013449415,1.470470335961478,1.2798770324941982,1.6022449213926713,1.576377911625711,0.798802364985329,2.474347889109512,3.899743581314033,1.2125260309495065,1.2518741103356226,0.7068308729568125,0.7939410648130004,0.8894886234338851,0.9081774742781966,0.8419669866001082,0.4626719626178207,239.01927138763816,0.201952233940728,0.9829798214088562,2.9809992660955373,7.181827630340605,10.682550504252522,10.901329913770676,-21.693736491931144,-14.493194393591503,-23.02751551675793,2.216666666666667
AM217.jpg,1.828327487879668,2.510010702746427,1.5136680166404806,1.4155106757220863,1.94327710405681,2.334285520001546,0.7284142198593542,3.2117228286771247,3.606654621623992,1.0946922907352743,1.3728452475750472,1.3064871627306482,1.2003754467547132,0.8451156539901058,1.6401219466856725,1.2656104896469629,0.3982312904078197,281.0870241506345,0.1106474005137729,0.9782350625959788,2.918014588106957,7.394835331528384,10.04384312008205,10.432414251200536,20.6759469162651,14.130651393059392,21.475259637524054,3.8833333333333333
AM1947.jpg,1.9188486646996947,2.17129063982608,1.2835594074585124,1.1428642149710464,1.293218385696495,3.086794759421568,0.8837364420515322,4.64875885630881,2.5,1.4323399719941468,1.1315590852840358,0.9417939477637516,0.9795549114881582,0.8800025931944715,1.2681469636092957,0.8588975014708025,0.6094131391083695,250.6640360212853,0.2992039106648869,0.9861942189248404,2.6321602117921965,6.248697989121282,9.830084243680863,9.5846304173523,19.580158969740825,12.98702693539875,-19.358918341050344,2.9
AM213.jpg,2.038552247618929,2.4085761415049656,1.3659262197753663,1.4615384615384617,1.7268268068503556,1.6242071236415032,0.8463723494102072,2.702322106834374,3.0588235294117645,1.3233035703159,1.181513078371296,0.9685395254870254,0.9607920624584888,0.8818571880792693,1.056888096315206,0.931266147332835,0.4585320157440552,123.0851412198117,0.185457897446613,0.9913121822067764,2.497089700610992,5.85872378813443,9.92562806010096,9.49645190644996,-19.760420416762884,-13.318623817231916,19.22521329480478,2.7666666666666666
AM1940.jpg,2.0185851614923163,2.4675674031095665,1.4362413309078887,1.0401713214931667,1.271530622303997,3.659150247116597,0.8180466150381731,4.8384299751342335,2.8912135898441416,1.5326560468744914,1.222424225731117,0.8891639995547709,0.9018122344049504,0.8985392212819289,1.4615384615384617,0.9602839833714416,0.4826312035113059,193.5837413016783,0.1504167650379802,0.9895929110318264,2.885866408460457,7.271342611663129,10.51316890284406,9.738348509061275,20.326559713048983,13.71644741043026,19.89158875502652,4.3
AM1950.jpg,1.957909288566356,2.787258032448654,1.4044164962305743,1.319148936170213,1.8779258517276864,2.607090922258577,0.7024499582646458,3.432751634444849,2.764705882352941,1.5244159580017806,1.423588952116149,1.0517091445900166,1.0945981113153402,0.8934042711405178,1.4351842928020777,1.0418297618464538,0.5625677602512388,131.89070814572247,0.265476353141748,0.9889184361258816,2.799075359321895,6.915843647323159,10.02170782774316,9.972038355388865,19.978844058431207,13.601434838489755,20.643704256395505,3.216666666666667
AM1954.jpg,2.0573021171966865,2.660540922891081,1.3576552841575,1.2080132967535206,1.562225005527489,2.5227471917862,0.773264601756667,3.820256547244949,3.1144823004794877,1.4388000402765004,1.293218385696495,1.07280172621462,1.0580708114292965,0.854444907757981,1.5139331955423756,1.0605289263209534,0.3890033818249697,146.15618501841996,0.1138469210288185,0.990109208218324,2.8030672008663142,6.90922644429954,10.783933193002383,10.44828863454354,21.21506990602486,-14.013490892089898,-21.21475929734624,3.7333333333333334
AM1952.jpg,1.967349298802721,2.645650464832881,1.2924411975177112,0.9461761654614544,1.272398050254881,2.643412352619126,0.7436164848507278,3.5826828548388376,3.229193755055944,1.4704340718713464,1.344779224738056,0.7463132565552089,0.831890330807703,0.8499826250230609,1.098126747211439,0.8988882021697693,0.5142982251977503,80.81832173557102,0.2003791555993558,0.993235244704022,2.9591220344057843,7.192194313394781,10.489545755415334,10.161549998097373,-20.579485271287997,-13.79248362875176,20.717227033799936,4.116666666666666
AM1960.jpg,1.8889796637592533,2.7568892389999915,1.2223625059784629,1.2178654109227691,1.777425194319717,1.7383215059450563,0.6851851851851852,2.4598432326637742,2.9591817714964312,1.6689386758767135,1.4594594594594594,1.340154026949416,1.1597259650609186,0.8972251470860177,1.3186693629901654,1.2781086197329306,0.4891545992874996,150.574375767499,0.2041747762369991,0.990337325848011,2.60854554090906,6.16379386123415,11.662552775261442,11.582210191579188,23.216177622711893,14.826201791885923,-23.846770268055053,3.433333333333333
AM1953.jpg,1.882729850506768,2.7917884662410737,1.2536276746344015,1.1833978918799544,1.7547905689364764,2.268659164447611,0.6743812696675107,2.951497959712249,2.5311848118468427,1.9428340758439335,1.4828407089257218,1.0070722239040149,0.9151299549733872,0.9294532823901808,1.2116275158287726,1.0192120012285353,0.5494703988093183,176.37290216946377,0.2767574127960815,0.9887330762892018,2.9657790364644923,8.08493565371933,11.67172675180747,10.6722963268956,21.847515627062656,14.73126169263533,22.76118594108717,3.95
