Image Name,HuM1,HuM2,HuM3,HuM4,HuM5,HuM6,HuM7
AM218.jpg,0.6675238639859963,2.7653708536636765,4.571714804500195,4.000544274366291,-8.2867318826995,-5.386324336202297,10.073108205915165
AM1948.jpg,0.619725130165214,4.533180461036448,2.3159883601687774,3.7518702335432783,-6.788384201911151,6.921980891942694,-7.749265064065186
AM1946.jpg,0.6026822976954447,2.7063309851785187,3.690274296531014,3.4113166923204843,-6.963418440650302,-4.807972615734646,-8.073128343380688
AM214.jpg,0.5346018131876054,1.7660283062030562,2.8194286678773492,3.346347212245229,-7.356072449744249,-4.328780200082575,6.432298096361845
AM1939.jpg,0.6492558685828321,3.3009178188593813,4.162454643499497,3.640196681709622,-8.06785801396198,-5.647371632845727,7.561662726208117
AM215.jpg,0.7769767487865934,2.7875134801107935,3.790950754498164,5.7683329460577895,10.554063249189886,7.29362309272574,-11.327135593985663
AM217.jpg,0.6722691451024563,1.811116915387,3.5311265662004967,4.087096303295885,8.09928882181478,5.3493543886058745,8.004434006183045
AM1947.jpg,0.2507296465881923,0.5415295569283696,29.53531163994941,29.058725195377107,58.35895876381874,-29.3320058771273,59.27212569047821
AM213.jpg,0.26933657754168183,0.642507122382244,1.4748666667766872,1.7219266087262124,3.3215306911270672,2.0431808623352303,-4.448370231200748
AM1940.jpg,0.5868475496014525,1.9948828310647562,3.5075222565844206,2.86927216260268,6.185050048044132,3.875696892740647,-6.234080525723438
AM1950.jpg,0.49378585476173026,1.2333119145678257,2.588689899204933,2.8024190083159795,5.524448151893371,3.6214938668064187,5.968038049274188
AM1954.jpg,0.6529980254407998,1.9811161470669347,2.920554876431056,3.2153900903576624,6.29609665433757,4.206709027674975,-6.905591860818143
AM1952.jpg,0.6180142189928242,2.5067807344234403,3.3240318024046673,3.011134651507938,-6.198617436503613,-4.268848765651153,6.707547121255862
AM1960.jpg,0.27680196605901836,0.6232787531135221,1.683496006945238,1.9184400168231623,3.7214736737429996,2.2402645928929847,-4.7312893435008245
AM1953.jpg,0.5645781798612726,3.098684403945747,4.068094430287707,3.3572066750300418,7.071850930164292,4.941826407879799,-8.089400299999902
AM1957.jpg,0.6278117156121982,2.841161611601013,2.577710699633339,3.3626086017460204,6.397185742768289,-5.834904267051148,6.628056601625029
AM1951.jpg,0.37063037449689074,0.8780155639518155,2.1022505474190387,2.712628459157257,5.339620279779331,3.490738190171029,5.2182804716729985
AM196.jpg,0.6408964824742044,2.836125094690454,3.7215363645587565,3.4140199195143155,-6.994588555455194,-4.838130205938393,-7.60309541841328
AM1956.jpg,0.553072826354583,2.5242736025067787,3.0233970604290565,3.2982640725681955,6.460443912992121,4.677743712018571,-7.563096020665449
AM1959.jpg,0.6854847682805689,2.661639004220205,2.6358319599301705,4.051274765239986,7.91176452358066,-5.864472149803151,7.415904070768018
AM1955.jpg,0.6959461917922943,3.3391622319560064,4.332383564049136,3.8932482522603866,-8.355142304141598,-5.745583539645004,8.054621000752391
AM1958.jpg,0.7253656094022427,2.1274486417924456,4.0795224554386635,4.518710341694262,8.839167971956924,5.585688306629501,9.332177388186293
AM1783.jpg,0.5837821513466154,2.68948610044008,3.453728243144964,3.0835493489386447,-6.352190600302426,-4.428686569138038,-8.825512304981068
AM1961.jpg,0.6441099385346856,2.7150105830329574,5.60275587248992,4.353368124838868,-9.386407305740986,-5.711697323292832,-9.65662498158518
AM1787.jpg,0.769467954427417,3.441082879770845,4.217251620834314,4.915911026516018,-9.763362263528196,6.674352142058299,9.552120283780182
AM1786.jpg,0.5520871285742226,2.1586060418708506,4.239652984027697,4.94281942388519,9.567310923536516,-6.132085324092465,-9.95791786284968
AM227.jpg,0.7493019641258138,2.5000292919822034,5.863599259293269,5.171181870515746,11.03526588666899,6.441398820948386,-10.73773097325938
AM225.jpg,0.6712321536685251,2.610060995585555,4.066047837093345,3.6414615459329522,-7.574115345615574,-4.957727423155917,7.75331373429719
AM1788.jpg,0.4569991834424453,2.277971833103379,2.091249947925409,2.4228759135913127,4.684765394574062,3.5916470309560053,-5.5089063924147865
AM221.jpg,0.459442624634545,1.1510193349264295,3.6046276061822655,3.450566355307759,6.9792119805684925,4.077613492373524,-8.13675046018209
AM1964.jpg,0.6244473469380902,2.247574935443721,2.2476985098604922,3.2940533055775107,6.139867662019314,4.4178538237543155,-6.332346747686062
AM1963.jpg,0.6813720450067465,3.1689004271880115,4.214812257296569,3.794061232691325,-7.80573225234824,-5.382135028118141,-8.540784734054052
AM219.jpg,0.7392364813763982,2.175347139958067,3.8111070507498175,4.866580056818245,9.209708618090659,5.965531877461007,10.059963956362113
AM1784.jpg,0.7691824549098161,4.374028708882145,7.586754787602247,5.68681947882918,-12.328288879594302,-7.874159927774131,-13.159092583858897
AM1792.jpg,0.6905510458631612,3.132213769344171,4.142734354459005,3.688776630231407,-7.604996627890842,-5.255505244479469,8.939646148171937
AM223.jpg,0.7770523067082983,5.297726621764808,6.29153823214152,7.4495486402907005,-14.636946677119395,-10.104873638526367,14.377532870914647
AM1796.jpg,0.6515514213508792,2.817102512875076,3.8514624899862655,3.7205847104880254,-7.512107993178088,-5.130584021826387,8.307560698829612
AM1798.jpg,0.729826741581395,2.1800072189781723,3.6488265594245406,4.302023942485011,8.423122156762279,5.712801514545728,-8.432916662613575
AM220.jpg,0.6464509438034712,2.666208240978824,4.203950044470479,3.7284425141109776,-7.714262226439297,-5.066540921425394,-8.22636628913155
AM1791.jpg,0.38961858455654436,1.8580622816786125,3.4387300974131856,2.9926781901179624,6.254389044121787,3.9353252774528507,-6.56794626783863
AM22.jpg,0.4254847895174059,0.9808279357577352,2.8295423094826146,3.9157388295343303,-7.810504452345514,-4.59466333267082,-7.308933386199659
AM1799.jpg,0.7121123389158223,1.9913464951402546,3.9405376017219362,4.779319183751527,9.141482130064684,5.805792688132945,-10.134145667026646
AM1795.jpg,0.5086647903494285,1.7450346286433596,2.11307278989296,2.9757390052528674,6.153974741271727,3.955142722290938,5.532197809574699
AM1797.jpg,0.6617283153217238,1.9824207226905983,4.532470061190276,4.538890360304061,-9.074605006991524,5.564950495361017,-10.974458973529172
AM1789.jpg,0.6639904203799081,2.1341484403225937,3.022860116472153,3.565138791906345,6.957854984813202,4.71929998594929,-7.077811693591892
AM224.jpg,0.7149679031881797,2.7122560739776755,2.664415509876334,4.18965635332817,-7.621407568911893,-5.5552215540566845,8.450668891684376
AM222.jpg,0.6277005542883051,3.1023543576386348,3.1872998850222793,2.957082528161453,6.2981835967232485,5.193814922807239,6.103600111767702
