Image Name,UE/IO,UE/NW,MW/IO,ULJ/IO,ULJ/NW,IO/LH,NW/IO,NW/ULH,IO/NMH,EBN/NJ,IO/NW
AM218.jpg,1.981239444013084,2.8367533927574238,1.3391319338598366,1.3442766255565477,1.9247452850160671,2.119258351840142,0.6984179340620263,2.8101331174049062,3.2962682863178197,1.3690640350254881,1.4318074482766505
AM1948.jpg,1.8336352884049438,2.929858494272407,1.2704138983563251,1.0303034164665617,1.6462615196712953,3.0026030373660784,0.625844317051327,3.4375854118919413,1.9948208803869047,1.5411296315485967,1.597841464330158
AM1946.jpg,1.9332877289066954,2.395208596647333,1.4652574042109907,1.5645129054115468,1.938322322423579,1.566377931090977,0.8071479584754303,2.4956859329374894,2.3430960308747464,1.211412383509925,1.238930222767131
AM214.jpg,1.882761393593381,2.3412751995542007,1.431506843015214,1.5314215050797362,1.9043725891702175,2.315790706851149,0.8041606531141128,3.459989920376983,2.6842105263157894,1.3356118610906276,1.2435326151901354
AM1939.jpg,1.9375275521097455,2.324811182247778,1.5842226447966,1.333694817231349,1.6002810496445126,3.69310888743317,0.8334128667758809,4.915896432579622,3.1726175602183937,1.5189229838998428,1.199885482772271
AM215.jpg,1.8508993790343755,2.317093013449415,1.470470335961478,1.2798770324941982,1.6022449213926713,1.576377911625711,0.798802364985329,2.4743478891095116,3.8997435813140333,1.2125260309495065,1.2518741103356226
AM217.jpg,1.828327487879668,2.510010702746427,1.5136680166404806,1.4155106757220863,1.94327710405681,2.334285520001546,0.7284142198593542,3.2117228286771247,3.6066546216239916,1.0946922907352745,1.3728452475750472
AM1947.jpg,1.9188486646996947,2.17129063982608,1.2835594074585124,1.1428642149710464,1.293218385696495,3.0867947594215677,0.8837364420515322,4.64875885630881,2.5,1.4323399719941468,1.1315590852840358
AM213.jpg,2.0385522476189295,2.4085761415049656,1.3659262197753663,1.4615384615384615,1.7268268068503556,1.6242071236415032,0.8463723494102072,2.702322106834374,3.0588235294117645,1.3233035703159,1.181513078371296
AM1940.jpg,2.0185851614923163,2.4675674031095665,1.4362413309078887,1.0401713214931667,1.271530622303997,3.659150247116597,0.8180466150381731,4.8384299751342335,2.8912135898441416,1.5326560468744914,1.222424225731117
AM1950.jpg,1.9579092885663558,2.787258032448654,1.4044164962305745,1.3191489361702127,1.8779258517276864,2.607090922258577,0.7024499582646458,3.432751634444849,2.764705882352941,1.5244159580017806,1.4235889521161493
AM1954.jpg,2.0573021171966865,2.6605409228910806,1.3576552841575,1.2080132967535206,1.562225005527489,2.5227471917862,0.773264601756667,3.8202565472449486,3.1144823004794873,1.4388000402765004,1.293218385696495
AM1952.jpg,1.967349298802721,2.645650464832881,1.2924411975177112,0.9461761654614543,1.272398050254881,2.643412352619126,0.7436164848507278,3.5826828548388376,3.229193755055944,1.4704340718713464,1.344779224738056
AM1960.jpg,1.8889796637592535,2.7568892389999915,1.2223625059784629,1.2178654109227691,1.777425194319717,1.7383215059450563,0.6851851851851852,2.4598432326637742,2.9591817714964312,1.6689386758767137,1.4594594594594594
AM1953.jpg,1.8827298505067676,2.7917884662410737,1.2536276746344015,1.1833978918799544,1.7547905689364764,2.268659164447611,0.6743812696675107,2.951497959712249,2.5311848118468427,1.9428340758439337,1.4828407089257218
AM1957.jpg,1.975172895395819,2.694225223978523,1.267915607644844,1.3656652654008863,1.8628292308643946,1.7088413878674897,0.7331135043265276,2.46937396057522,2.5632620818012346,1.8036202407901853,1.364045259156216
