Image Name,LEL,LLL,UEB,UL,Nose
AM218.jpg,0.8310511984850122,0.8846662516711237,0.9020147465955664,1.1514192002921273,0.9158553007926112
AM1948.jpg,0.6919246820463916,0.8098618052241212,0.9218738057896017,1.07496769977314,0.8068498691884358
AM1946.jpg,0.6722583807377213,0.8178190082008144,0.8950122862329516,0.8598350070311391,0.8113451315142439
AM214.jpg,0.9497595245522702,1.03356634313697,0.9259083263697414,1.2538956636260115,0.8831538412242542
AM1939.jpg,0.8108720697579327,0.8745551688115617,0.9057405726420962,1.3453954886097668,0.9355466448833406
AM215.jpg,0.7068308729568125,0.7939410648130004,0.8894886234338851,0.9081774742781966,0.8419669866001082
AM217.jpg,1.3064871627306482,1.2003754467547132,0.8451156539901058,1.6401219466856725,1.2656104896469627
AM1947.jpg,0.9417939477637516,0.9795549114881582,0.8800025931944715,1.2681469636092955,0.8588975014708025
AM213.jpg,0.9685395254870254,0.9607920624584889,0.8818571880792693,1.0568880963152059,0.931266147332835
AM1940.jpg,0.8891639995547709,0.9018122344049504,0.8985392212819289,1.4615384615384615,0.9602839833714417
AM1950.jpg,1.0517091445900166,1.0945981113153402,0.8934042711405178,1.4351842928020775,1.0418297618464538
AM1954.jpg,1.0728017262146199,1.0580708114292965,0.854444907757981,1.5139331955423756,1.0605289263209534
AM1952.jpg,0.7463132565552089,0.831890330807703,0.8499826250230609,1.0981267472114393,0.8988882021697693
AM1960.jpg,1.3401540269494159,1.1597259650609186,0.8972251470860177,1.3186693629901654,1.2781086197329306
AM1953.jpg,1.0070722239040149,0.9151299549733872,0.9294532823901807,1.2116275158287726,1.0192120012285353
AM1957.jpg,1.0184933809913974,1.0,0.9257515865933729,1.087523789843107,1.0406668784328728
AM1951.jpg,1.0,1.0122190490037466,0.8667279522488288,1.0286703023219093,1.0142326118271687
AM196.jpg,1.3470727423733284,1.292911293813359,0.9083124420981233,1.643361476570252,1.2030991012578505
AM1956.jpg,1.1100165548931025,1.2041594578792294,0.9199953856622355,1.592324388246205,1.159423259677831
AM1959.jpg,0.7941854182679386,0.8243505949204653,0.8843726356068672,1.1760182260171517,0.9693021198244754
AM1955.jpg,0.7578719529403388,0.7338652849782635,0.8800844087325634,1.0396628667046324,0.8783583284262334
AM1958.jpg,1.0766865586049783,1.0051591056077673,0.8448058798229371,1.1683798876504703,0.9530137953448768
AM1783.jpg,1.0179595329571087,0.9889034254057875,0.9042879999153762,1.554674386530112,0.9610043765585596
AM1961.jpg,0.9606773718272614,1.0289915108550531,0.9281331446209163,1.1218412666897732,1.0
AM1787.jpg,0.9877295966495896,1.0354240697858272,0.8756665917396539,1.1591542285497662,1.0679002570016123
AM1786.jpg,0.9197295600063763,0.9290275235485068,0.9264519398065653,1.280377256162321,0.8938301764550339
AM227.jpg,1.1960949491426,1.244454531099952,0.84777808704341,1.81960405146548,1.1638398632904199
AM225.jpg,0.9973675917984074,1.0151294522759393,0.8826840647745113,1.4405442670167756,0.9560575932407479
AM1788.jpg,1.0688541708664847,1.0310843700829326,0.8767270008224738,1.3799307948403141,1.0118659392652234
AM221.jpg,0.9816245255436721,0.8905174965030798,0.8700056165448414,1.25,0.9912987780314938
AM1964.jpg,0.9847029899955517,1.0097857054608672,0.905593983735313,1.234002816582839,0.9501461875826149
AM1963.jpg,1.1827441147803948,1.1155577199538678,0.9211060335056521,1.6815968643107522,1.1660141684799077
AM219.jpg,1.0794672472533806,1.0403460602913361,0.8859394662882294,1.194855973749551,1.0228166239135177
AM1784.jpg,1.0348629556474376,1.059372806125435,0.9175105819767113,1.2106196760337244,0.9412913532826623
AM1792.jpg,1.0,1.0243542166731705,0.9050031851986262,1.2197942814966687,1.029646502335036
AM223.jpg,0.9343116727150171,0.8982162617266449,0.8728338743338053,1.1274332913290908,1.0
AM1796.jpg,1.0188309618997746,0.9850960365281305,0.9165143213041753,1.282318915631241,0.9518313432446454
AM1798.jpg,1.0495514765785328,1.0403231623281275,0.9097695573790565,1.408489265408861,1.0
AM220.jpg,1.0241517703686007,1.0016806734547443,0.8846256197318279,1.247292148984364,0.9809958925380221
AM1791.jpg,0.9261760164368428,0.9814184209745969,0.888878926433316,1.400658486976149,1.0
AM22.jpg,0.7933459512739462,0.864231985005865,0.9081660104774056,1.0991149581709676,0.8633729460880143
AM1799.jpg,0.9957078985305553,0.9870269612438266,0.9343447833640688,1.3037779212208531,0.9693021198244754
AM1795.jpg,1.0,1.0618965624731371,0.849297951228006,1.363860552599281,0.9456006471770235
AM1797.jpg,0.9530137953448771,0.8879750387993649,0.8841187621644246,1.3524723637331457,1.048121029417735
